udi,product_id,air_temperature_[k],process_temperature_[k],rotational_speed_[rpm],torque_[nm],tool_wear_[min],machine_failure,twf,hdf,pwf,osf,rnf,temp_diff,power,wear_torque,norm_wear,type_L,type_M
7222,H36635,299.7,309.6,1433,49.6,129,0,0,0,0,0,0,9.900000000000034,71076.8,6398.400000000001,0.49615384615384617,False,False
7223,M22082,299.8,309.7,1320,61.7,134,0,0,0,0,0,0,9.899999999999977,81444.0,8267.800000000001,0.536,False,True
7224,L54403,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,9.800000000000011,70898.40000000001,7069.2,0.5708333333333333,True,False
7225,L54404,299.8,309.6,1598,31.0,139,0,0,0,0,0,0,9.800000000000011,49538.0,4309.0,0.5791666666666667,True,False
7226,M22085,299.8,309.7,1910,21.8,141,0,0,0,0,0,0,9.899999999999977,41638.0,3073.8,0.564,False,True
7227,L54406,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,9.900000000000034,71768.7,7387.2,0.6,True,False
7228,L54407,299.7,309.6,1720,27.1,146,0,0,0,0,0,0,9.900000000000034,46612.0,3956.6000000000004,0.6083333333333333,True,False
7229,H36642,299.8,309.7,1368,47.4,148,0,0,0,0,0,0,9.899999999999977,64843.2,7015.2,0.5692307692307692,False,False
7230,L54409,299.8,309.8,1749,33.4,153,0,0,0,0,0,0,10.0,58416.6,5110.2,0.6375,True,False
7231,L54410,299.8,309.8,1542,39.4,155,0,0,0,0,0,0,10.0,60754.799999999996,6107.0,0.6458333333333334,True,False
7232,L54411,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,10.099999999999966,56839.8,5746.2,0.6541666666666667,True,False
7233,M22092,299.9,309.9,1639,42.1,159,0,0,0,0,0,0,10.0,69001.90000000001,6693.900000000001,0.636,False,True
7234,L54413,299.9,310.0,1447,45.9,162,0,0,0,0,0,0,10.100000000000023,66417.3,7435.8,0.675,True,False
7235,M22094,299.8,310.0,1397,48.1,164,0,0,0,0,0,0,10.199999999999989,67195.7,7888.400000000001,0.656,False,True
7236,L54415,299.8,310.0,1361,53.8,167,0,0,0,0,0,0,10.199999999999989,73221.8,8984.6,0.6958333333333333,True,False
7237,M22096,299.8,310.0,1460,37.1,169,0,0,0,0,0,0,10.199999999999989,54166.0,6269.900000000001,0.676,False,True
7238,M22097,299.8,310.0,1632,33.7,172,0,0,0,0,0,0,10.199999999999989,54998.4,5796.400000000001,0.688,False,True
7239,L54418,299.8,310.0,1697,36.0,175,0,0,0,0,0,0,10.199999999999989,61092.0,6300.0,0.7291666666666666,True,False
7240,L54419,299.8,310.1,1553,42.0,177,0,0,0,0,0,0,10.300000000000011,65226.0,7434.0,0.7375,True,False
7241,M22100,299.9,310.1,1362,56.3,179,0,0,0,0,0,0,10.200000000000045,76680.59999999999,10077.699999999999,0.716,False,True
7242,M22101,299.9,310.0,1484,42.1,182,0,0,0,0,0,0,10.100000000000023,62476.4,7662.2,0.728,False,True
7243,H36656,299.9,310.1,1447,51.4,185,0,0,0,0,0,0,10.200000000000045,74375.8,9509.0,0.7115384615384616,False,False
7244,M22103,300.0,310.2,1393,51.2,190,0,0,0,0,0,0,10.199999999999989,71321.6,9728.0,0.76,False,True
7245,L54424,300.0,310.2,1760,26.9,193,0,0,0,0,0,0,10.199999999999989,47344.0,5191.7,0.8041666666666667,True,False
7246,L54425,300.0,310.1,1477,34.6,195,0,0,0,0,0,0,10.100000000000023,51104.200000000004,6747.0,0.8125,True,False
7247,L54426,299.9,310.1,1681,29.1,197,0,0,0,0,0,0,10.200000000000045,48917.100000000006,5732.700000000001,0.8208333333333333,True,False
7248,M22107,300.0,310.1,1314,53.5,199,0,0,0,0,0,0,10.100000000000023,70299.0,10646.5,0.796,False,True
7249,L54428,300.0,310.1,1762,28.0,202,0,0,0,0,0,0,10.100000000000023,49336.0,5656.0,0.8416666666666667,True,False
7250,L54429,299.9,310.0,1402,44.7,204,0,0,0,0,0,0,10.100000000000023,62669.4,9118.800000000001,0.85,True,False
7251,M22110,300.1,310.2,1429,42.0,206,0,0,0,0,0,0,10.099999999999966,60018.0,8652.0,0.824,False,True
7252,M22111,300.2,310.3,1448,40.1,209,0,0,0,0,0,0,10.100000000000023,58064.8,8380.9,0.836,False,True
7253,H36666,300.2,310.4,1501,42.9,212,0,0,0,0,0,0,10.199999999999989,64392.9,9094.8,0.8153846153846154,False,False
7254,L54433,300.3,310.5,1522,39.1,217,0,0,0,0,0,0,10.199999999999989,59510.200000000004,8484.7,0.9041666666666667,True,False
7255,L54434,300.3,310.4,1493,37.5,219,0,0,0,0,0,0,10.099999999999966,55987.5,8212.5,0.9125,True,False
7256,M22115,300.2,310.3,1704,29.4,221,0,0,0,0,0,0,10.100000000000023,50097.6,6497.4,0.884,False,True
7257,H36670,300.2,310.3,1408,42.5,0,0,0,0,0,0,0,10.100000000000023,59840.0,0.0,0.0,False,False
7258,L54437,300.2,310.4,1518,41.8,5,0,0,0,0,0,0,10.199999999999989,63452.399999999994,209.0,0.020833333333333332,True,False
7259,L54438,300.3,310.4,1742,25.9,7,0,0,0,0,0,0,10.099999999999966,45117.799999999996,181.29999999999998,0.029166666666666667,True,False
7260,M22119,300.4,310.5,1500,43.0,9,0,0,0,0,0,0,10.100000000000023,64500.0,387.0,0.036,False,True
7261,L54440,300.4,310.5,2424,14.5,12,0,0,0,0,0,0,10.100000000000023,35148.0,174.0,0.05,True,False
7262,L54441,300.4,310.5,1818,25.1,14,0,0,0,0,0,0,10.100000000000023,45631.8,351.40000000000003,0.058333333333333334,True,False
7263,M22122,300.4,310.6,1545,35.6,16,0,0,0,0,0,0,10.200000000000045,55002.0,569.6,0.064,False,True
7264,L54443,300.4,310.6,1429,46.9,19,0,0,0,0,0,0,10.200000000000045,67020.09999999999,891.1,0.07916666666666666,True,False
7265,M22124,300.4,310.6,1448,44.9,21,0,0,0,0,0,0,10.200000000000045,65015.2,942.9,0.084,False,True
7266,L54445,300.4,310.6,1384,48.7,24,0,0,0,0,0,0,10.200000000000045,67400.8,1168.8000000000002,0.1,True,False
7267,L54446,300.4,310.5,1578,32.8,26,0,0,0,0,0,0,10.100000000000023,51758.399999999994,852.8,0.10833333333333334,True,False
7268,L54447,300.5,310.5,1695,26.7,28,0,0,0,0,0,0,10.0,45256.5,747.6,0.11666666666666667,True,False
7269,L54448,300.5,310.6,1543,36.2,30,0,0,0,0,0,0,10.100000000000023,55856.600000000006,1086.0,0.125,True,False
7270,M22129,300.4,310.5,1540,33.4,32,0,0,0,0,0,0,10.100000000000023,51436.0,1068.8,0.128,False,True
7271,L54450,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,10.199999999999989,46646.4,903.0,0.14583333333333334,True,False
7272,M22131,300.3,310.4,1293,49.7,37,0,0,0,0,0,0,10.099999999999966,64262.100000000006,1838.9,0.148,False,True
7273,L54452,300.2,310.3,1202,59.5,40,0,0,0,0,0,0,10.100000000000023,71519.0,2380.0,0.16666666666666666,True,False
7274,M22133,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,10.100000000000023,49756.799999999996,1226.3999999999999,0.168,False,True
7275,M22134,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,10.100000000000023,56311.8,1714.5,0.18,False,True
7276,L54455,300.2,310.3,1514,38.7,48,0,0,0,0,0,0,10.100000000000023,58591.8,1857.6000000000001,0.2,True,False
7277,M22136,300.1,310.3,1350,48.8,50,0,0,0,0,0,0,10.199999999999989,65880.0,2440.0,0.2,False,True
7278,L54457,300.1,310.2,1475,54.2,53,0,0,0,0,0,0,10.099999999999966,79945.0,2872.6000000000004,0.22083333333333333,True,False
7279,H36692,300.0,310.1,1714,28.7,55,0,0,0,0,0,0,10.100000000000023,49191.799999999996,1578.5,0.21153846153846154,False,False
7280,L54459,300.0,310.1,1465,40.9,60,0,0,0,0,0,0,10.100000000000023,59918.5,2454.0,0.25,True,False
7281,L54460,299.9,310.2,1288,69.6,62,1,0,0,1,0,0,10.300000000000011,89644.79999999999,4315.2,0.25833333333333336,True,False
7282,L54461,300.0,310.2,1675,29.7,64,0,0,0,0,0,0,10.199999999999989,49747.5,1900.8,0.26666666666666666,True,False
7283,L54462,300.0,310.2,1486,36.4,66,0,0,0,0,0,0,10.199999999999989,54090.4,2402.4,0.275,True,False
7284,M22143,300.0,310.2,1443,58.7,68,0,0,0,0,0,0,10.199999999999989,84704.1,3991.6000000000004,0.272,False,True
7285,M22144,300.1,310.3,1345,57.1,71,0,0,0,0,0,0,10.199999999999989,76799.5,4054.1,0.284,False,True
7286,M22145,300.2,310.4,1202,61.7,74,0,0,0,0,0,0,10.199999999999989,74163.40000000001,4565.8,0.296,False,True
7287,M22146,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,10.299999999999955,54908.0,2856.7000000000003,0.308,False,True
7288,M22147,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,10.199999999999989,54621.00000000001,2856.0,0.32,False,True
7289,M22148,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,10.400000000000034,41246.4,1726.4,0.332,False,True
7290,L54469,300.3,310.6,1433,53.8,86,0,0,0,0,0,0,10.300000000000011,77095.4,4626.8,0.35833333333333334,True,False
7291,L54470,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,10.300000000000011,44066.399999999994,2147.2,0.36666666666666664,True,False
7292,L54471,300.2,310.5,1416,46.7,90,0,0,0,0,0,0,10.300000000000011,66127.2,4203.0,0.375,True,False
7293,M22152,300.1,310.4,1556,38.1,92,0,0,0,0,0,0,10.299999999999955,59283.600000000006,3505.2000000000003,0.368,False,True
7294,L54473,300.1,310.5,1627,29.2,95,0,0,0,0,0,0,10.399999999999977,47508.4,2774.0,0.3958333333333333,True,False
7295,L54474,300.1,310.6,1809,24.3,97,0,0,0,0,0,0,10.5,43958.700000000004,2357.1,0.4041666666666667,True,False
7296,M22155,300.1,310.5,1329,57.4,99,0,0,0,0,0,0,10.399999999999977,76284.59999999999,5682.599999999999,0.396,False,True
7297,H36710,300.0,310.4,1881,21.9,102,0,0,0,0,0,0,10.399999999999977,41193.899999999994,2233.7999999999997,0.3923076923076923,False,False
7298,L54477,300.1,310.5,1500,39.8,107,0,0,0,0,0,0,10.399999999999977,59699.99999999999,4258.599999999999,0.44583333333333336,True,False
7299,L54478,300.1,310.5,1532,36.0,109,0,0,0,0,0,0,10.399999999999977,55152.0,3924.0,0.45416666666666666,True,False
7300,L54479,300.1,310.5,1492,50.9,111,0,0,0,0,0,0,10.399999999999977,75942.8,5649.9,0.4625,True,False
7301,L54480,300.2,310.6,1431,42.3,113,0,0,0,0,0,0,10.400000000000034,60531.299999999996,4779.9,0.4708333333333333,True,False
7302,L54481,300.1,310.4,1554,39.4,115,0,0,0,0,0,0,10.299999999999955,61227.6,4531.0,0.4791666666666667,True,False
7303,L54482,300.1,310.5,1494,44.2,117,0,0,0,0,0,0,10.399999999999977,66034.8,5171.400000000001,0.4875,True,False
7304,L54483,300.1,310.6,1374,45.4,119,0,0,0,0,0,0,10.5,62379.6,5402.599999999999,0.49583333333333335,True,False
7305,L54484,300.1,310.5,1394,44.3,121,0,0,0,0,0,0,10.399999999999977,61754.2,5360.299999999999,0.5041666666666667,True,False
7306,M22165,300.0,310.5,1790,25.7,123,0,0,0,0,0,0,10.5,46003.0,3161.1,0.492,False,True
7307,L54486,300.1,310.5,1356,45.8,126,0,0,0,0,0,0,10.399999999999977,62104.799999999996,5770.799999999999,0.525,True,False
7308,M22167,300.0,310.4,1385,52.1,128,0,0,0,0,0,0,10.399999999999977,72158.5,6668.8,0.512,False,True
7309,L54488,300.0,310.4,1333,49.1,131,0,0,0,0,0,0,10.399999999999977,65450.3,6432.1,0.5458333333333333,True,False
7310,L54489,300.0,310.4,1505,44.9,133,0,0,0,0,0,0,10.399999999999977,67574.5,5971.7,0.5541666666666667,True,False
7311,L54490,300.0,310.5,1606,33.5,135,0,0,0,0,0,0,10.5,53801.0,4522.5,0.5625,True,False
7312,H36725,300.0,310.5,1558,36.7,137,0,0,0,0,0,0,10.5,57178.600000000006,5027.900000000001,0.5269230769230769,False,False
7313,L54492,300.0,310.5,1412,52.4,142,0,0,0,0,0,0,10.5,73988.8,7440.8,0.5916666666666667,True,False
7314,L54493,299.9,310.4,1408,38.4,144,0,0,0,0,0,0,10.5,54067.2,5529.599999999999,0.6,True,False
7315,L54494,299.9,310.3,1268,53.3,146,0,0,0,0,0,0,10.400000000000034,67584.4,7781.799999999999,0.6083333333333333,True,False
7316,L54495,299.9,310.4,1470,50.0,148,0,0,0,0,0,0,10.5,73500.0,7400.0,0.6166666666666667,True,False
7317,L54496,299.9,310.4,1497,47.0,150,0,0,0,0,0,0,10.5,70359.0,7050.0,0.625,True,False
7318,L54497,299.9,310.3,1638,29.1,152,0,0,0,0,0,0,10.400000000000034,47665.8,4423.2,0.6333333333333333,True,False
7319,H36732,299.9,310.3,1535,43.9,154,0,0,0,0,0,0,10.400000000000034,67386.5,6760.599999999999,0.5923076923076923,False,False
7320,L54499,299.8,310.2,1654,32.7,159,0,0,0,0,0,0,10.399999999999977,54085.8,5199.3,0.6625,True,False
7321,H36734,299.8,310.2,1411,49.7,161,0,0,0,0,0,0,10.399999999999977,70126.7,8001.700000000001,0.6192307692307693,False,False
7322,L54501,299.8,310.2,1911,23.5,166,0,0,0,0,0,0,10.399999999999977,44908.5,3901.0,0.6916666666666667,True,False
7323,H36736,299.8,310.2,1573,33.3,168,0,0,0,0,0,0,10.399999999999977,52380.899999999994,5594.4,0.6461538461538462,False,False
7324,L54503,299.9,310.2,1479,46.3,173,0,0,0,0,0,0,10.300000000000011,68477.7,8009.9,0.7208333333333333,True,False
7325,M22184,299.9,310.4,1820,26.6,175,0,0,0,0,0,0,10.5,48412.0,4655.0,0.7,False,True
7326,L54505,299.9,310.4,1419,45.7,178,0,0,0,0,0,0,10.5,64848.3,8134.6,0.7416666666666667,True,False
7327,M22186,299.9,310.5,1335,52.9,180,0,0,0,0,0,0,10.600000000000023,70621.5,9522.0,0.72,False,True
7328,M22187,299.9,310.5,1576,39.4,183,0,0,0,0,0,0,10.600000000000023,62094.399999999994,7210.2,0.732,False,True
7329,L54508,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,10.5,64017.4,7849.200000000001,0.775,True,False
7330,M22189,299.9,310.4,1576,34.3,188,0,0,0,0,0,0,10.5,54056.799999999996,6448.4,0.752,False,True
7331,H36744,299.8,310.2,1537,36.6,191,0,0,0,0,0,0,10.399999999999977,56254.200000000004,6990.6,0.7346153846153847,False,False
7332,L54511,299.8,310.3,1524,34.2,196,0,0,0,0,0,0,10.5,52120.8,6703.200000000001,0.8166666666666667,True,False
7333,M22192,299.8,310.3,1805,23.7,198,0,0,0,0,0,0,10.5,42778.5,4692.599999999999,0.792,False,True
7334,M22193,299.9,310.4,1367,53.3,201,0,0,0,0,0,0,10.5,72861.09999999999,10713.3,0.804,False,True
7335,L54514,299.8,310.4,1694,30.3,204,0,0,0,0,0,0,10.599999999999966,51328.200000000004,6181.2,0.85,True,False
7336,L54515,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,10.5,66267.2,10279.4,0.8583333333333333,True,False
7337,H36750,299.9,310.5,1549,42.8,208,0,0,0,0,0,0,10.600000000000023,66297.2,8902.4,0.8,False,False
7338,L54517,299.9,310.5,1539,32.8,213,0,0,0,0,0,0,10.600000000000023,50479.2,6986.4,0.8875,True,False
7339,L54518,299.8,310.5,1496,38.8,215,0,0,0,0,0,0,10.699999999999989,58044.799999999996,8342.0,0.8958333333333334,True,False
7340,L54519,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,10.599999999999966,57475.6,0.0,0.0,True,False
7341,L54520,299.7,310.3,1386,46.6,2,0,0,0,0,0,0,10.600000000000023,64587.6,93.2,0.008333333333333333,True,False
7342,L54521,299.7,310.3,1505,37.7,4,0,0,0,0,0,0,10.600000000000023,56738.50000000001,150.8,0.016666666666666666,True,False
7343,M22202,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,10.600000000000023,57304.5,207.0,0.024,False,True
7344,L54523,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,10.599999999999966,70464.0,432.0,0.0375,True,False
7345,L54524,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,10.5,68923.2,547.8,0.04583333333333333,True,False
7346,L54525,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,10.599999999999966,83550.5,786.5,0.05416666666666667,True,False
7347,L54526,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,10.599999999999966,69043.0,705.0,0.0625,True,False
7348,L54527,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,10.599999999999966,59548.200000000004,622.2,0.07083333333333333,True,False
7349,H36762,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,10.600000000000023,59064.799999999996,767.6,0.07307692307692308,False,False
7350,L54529,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,10.5,59604.5,876.0,0.1,True,False
7351,L54530,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,10.5,58025.5,1027.0,0.10833333333333334,True,False
7352,L54531,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,10.5,63277.2,1215.2,0.11666666666666667,True,False
7353,M22212,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,10.5,61631.99999999999,1284.0,0.12,False,True
7354,L54533,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,10.5,51284.799999999996,1003.1999999999999,0.1375,True,False
7355,M22214,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,10.600000000000023,68163.3,1669.5,0.14,False,True
7356,L54535,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,10.599999999999966,54150.8,1295.8,0.15833333333333333,True,False
7357,L54536,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,10.599999999999966,68249.6,2048.0,0.16666666666666666,True,False
7358,L54537,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,10.5,63792.299999999996,1801.8,0.175,True,False
7359,M22218,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,10.600000000000023,52258.5,1386.0,0.176,False,True
7360,M22219,299.4,310.0,1512,43.2,47,0,0,0,0,0,0,10.600000000000023,65318.4,2030.4,0.188,False,True
7361,L54540,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,10.600000000000023,55792.00000000001,1760.0000000000002,0.20833333333333334,True,False
7362,L54541,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,10.5,57827.0,2002.0,0.21666666666666667,True,False
7363,L54542,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,10.5,55949.4,1895.4,0.225,True,False
7364,L54543,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,10.5,69046.8,2738.4,0.23333333333333334,True,False
7365,L54544,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,10.399999999999977,72483.40000000001,2998.6000000000004,0.24166666666666667,True,False
7366,L54545,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,10.5,41962.799999999996,1224.0,0.25,True,False
7367,H36780,299.6,310.1,1531,36.8,62,0,0,0,0,0,0,10.5,56340.799999999996,2281.6,0.23846153846153847,False,False
7368,M22227,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,10.600000000000023,83034.90000000001,4093.7000000000003,0.268,False,True
7369,M22228,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,10.599999999999966,48600.0,2100.0,0.28,False,True
7370,M22229,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,10.5,48721.600000000006,2160.8,0.292,False,True
7371,M22230,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,10.5,67075.5,3503.6,0.304,False,True
7372,L54551,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,10.599999999999966,66528.0,3476.0,0.32916666666666666,True,False
7373,L54552,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,10.599999999999966,62897.100000000006,3458.7000000000003,0.3375,True,False
7374,L54553,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,10.5,59014.0,3154.0,0.3458333333333333,True,False
7375,L54554,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,10.5,69501.59999999999,4284.0,0.3541666666666667,True,False
7376,M22235,299.4,309.9,1567,40.6,87,0,0,0,0,0,0,10.5,63620.200000000004,3532.2000000000003,0.348,False,True
7377,L54556,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,10.5,63831.1,3879.0,0.375,True,False
7378,L54557,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,10.5,71092.3,4848.400000000001,0.38333333333333336,True,False
7379,L54558,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,10.5,72731.2,4925.599999999999,0.39166666666666666,True,False
7380,M22239,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,10.5,66085.90000000001,4675.200000000001,0.384,False,True
7381,L54560,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,10.599999999999966,43226.4,2455.2000000000003,0.4125,True,False
7382,L54561,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,10.600000000000023,64434.5,4353.1,0.42083333333333334,True,False
7383,L54562,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,10.599999999999966,48053.4,2914.9,0.42916666666666664,True,False
7384,M22243,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,10.699999999999989,62745.0,4672.5,0.42,False,True
7385,L54564,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,10.699999999999989,58426.8,3909.6000000000004,0.45,True,False
7386,M22245,299.8,310.5,1375,53.9,110,0,0,0,0,0,0,10.699999999999989,74112.5,5929.0,0.44,False,True
7387,M22246,299.8,310.6,1574,31.8,113,0,0,0,0,0,0,10.800000000000011,50053.200000000004,3593.4,0.452,False,True
7388,H36801,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,10.800000000000011,63465.8,5173.6,0.4461538461538462,False,False
7389,M22248,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,10.800000000000011,53022.200000000004,3787.3,0.484,False,True
7390,L54569,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,10.800000000000011,55477.5,4030.0,0.5166666666666667,True,False
7391,M22250,299.7,310.5,1490,41.2,126,0,0,0,0,0,0,10.800000000000011,61388.00000000001,5191.200000000001,0.504,False,True
7392,L54571,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,10.900000000000034,52427.5,4037.7000000000003,0.5375,True,False
7393,M22252,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,10.800000000000011,58635.6,5148.299999999999,0.524,False,True
7394,M22253,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,10.800000000000011,56427.6,4743.599999999999,0.536,False,True
7395,L54574,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,10.900000000000034,56202.0,5206.0,0.5708333333333333,True,False
7396,M22255,299.7,310.6,1572,38.0,139,0,0,0,0,0,0,10.900000000000034,59736.0,5282.0,0.556,False,True
7397,L54576,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,10.900000000000034,56721.600000000006,4984.2,0.5916666666666667,True,False
7398,L54577,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,10.900000000000034,45335.700000000004,3758.4,0.6,True,False
7399,M22258,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,11.0,56624.399999999994,5518.799999999999,0.584,False,True
7400,L54579,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,11.0,57634.200000000004,5229.900000000001,0.6208333333333333,True,False
7401,M22260,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,11.0,55848.600000000006,5164.200000000001,0.604,False,True
7402,L54581,299.8,310.8,1409,51.9,154,0,0,0,0,0,0,11.0,73127.09999999999,7992.599999999999,0.6416666666666667,True,False
7403,M22262,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,11.0,63640.5,6786.0,0.624,False,True
7404,L54583,299.8,310.8,1376,48.6,159,0,0,0,0,0,0,11.0,66873.6,7727.400000000001,0.6625,True,False
7405,L54584,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,11.0,50006.600000000006,5184.200000000001,0.6708333333333333,True,False
7406,M22265,299.8,310.8,1530,35.2,163,0,0,0,0,0,0,11.0,53856.00000000001,5737.6,0.652,False,True
7407,L54586,299.8,310.9,1545,40.7,166,0,0,0,0,0,0,11.099999999999966,62881.50000000001,6756.200000000001,0.6916666666666667,True,False
7408,H36821,299.8,310.9,1427,47.2,168,0,0,0,0,0,0,11.099999999999966,67354.40000000001,7929.6,0.6461538461538462,False,False
7409,L54588,299.9,310.9,1292,51.1,173,0,0,0,0,0,0,11.0,66021.2,8840.300000000001,0.7208333333333333,True,False
7410,L54589,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,11.099999999999966,36678.4,3080.0000000000005,0.7291666666666666,True,False
7411,L54590,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,11.100000000000023,48217.200000000004,4885.2,0.7375,True,False
7412,L54591,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,11.100000000000023,68115.0,8556.199999999999,0.7458333333333333,True,False
7413,L54592,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,11.0,55003.200000000004,6081.6,0.7541666666666667,True,False
7414,M22273,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,11.0,56883.200000000004,6441.6,0.732,False,True
7415,L54594,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,11.0,54074.6,6212.4,0.775,True,False
7416,L54595,300.1,311.2,1489,39.1,188,0,0,0,0,0,0,11.099999999999966,58219.9,7350.8,0.7833333333333333,True,False
7417,M22276,300.1,311.2,1452,42.4,190,0,0,0,0,0,0,11.099999999999966,61564.799999999996,8056.0,0.76,False,True
7418,M22277,300.1,311.3,1495,41.0,193,0,0,0,0,0,0,11.199999999999989,61295.0,7913.0,0.772,False,True
7419,M22278,300.2,311.4,1427,39.7,196,0,0,0,0,0,0,11.199999999999989,56651.9,7781.200000000001,0.784,False,True
7420,L54599,300.1,311.4,1572,36.2,199,0,0,0,0,0,0,11.299999999999955,56906.4,7203.8,0.8291666666666667,True,False
7421,L54600,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,11.199999999999989,61880.0,8040.0,0.8375,True,False
7422,M22281,300.1,311.4,1342,48.5,203,0,0,0,0,0,0,11.299999999999955,65087.0,9845.5,0.812,False,True
7423,L54602,300.0,311.2,1351,44.1,206,0,0,0,0,0,0,11.199999999999989,59579.1,9084.6,0.8583333333333333,True,False
7424,L54603,300.0,311.3,1407,47.3,208,0,0,0,0,0,0,11.300000000000011,66551.09999999999,9838.4,0.8666666666666667,True,False
7425,M22284,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,11.299999999999955,46935.0,6258.0,0.84,False,True
7426,M22285,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,11.399999999999977,43163.100000000006,5133.3,0.852,False,True
7427,M22286,300.0,311.4,1692,29.0,216,1,1,0,0,0,0,11.399999999999977,49068.0,6264.0,0.864,False,True
7428,L54607,300.0,311.4,1634,31.9,0,0,0,0,0,0,0,11.399999999999977,52124.6,0.0,0.0,True,False
7429,M22288,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,11.399999999999977,43431.200000000004,46.6,0.008,False,True
7430,L54609,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,11.399999999999977,53424.0,168.0,0.020833333333333332,True,False
7431,M22290,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,11.399999999999977,63802.4,322.7,0.028,False,True
7432,M22291,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,11.399999999999977,83553.59999999999,618.0,0.04,False,True
7433,L54612,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,11.299999999999955,63960.4,560.3000000000001,0.05416666666666667,True,False
7434,M22293,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,11.299999999999955,41894.7,328.5,0.06,False,True
